Sedberry,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191
2022-10-20 07:00:00,32.16544,0.344875,0.3387916,0.2307916,0.2178333,0.3668751,0.3802916,0.3905001,0.3947501,0.3837083,0.3877499,0.3714582,0.2559167,0.3659584,0.3870834,0.2424583,0.4014583,0.3680833,0.223,0.2305417,0.3168751,0.3636249,0.3803334,0.263375,0.339125,0.436,0.2865,0.3543333,0.1927083,0.2778333,0.27625,0.4105834,0.229,0.3112083,0.2984167,0.3777916,0.2366667,0.3478332,0.3605416,0.5765001,0.3582917,0.6009166,0.3734582,0.6201668,0.3900416,,0.4513333,0.64575,0.3932499,0.621375,0.4177501,0.66325,0.4477083,0.6787083,0.5075417,0.5614167,0.3631251,0.4227501,0.443625,0.5383334,0.5075834,0.3235834,0.5032083,0.4708749,0.4554583,0.5266249,0.5226666,0.5499166,0.54025,0.554875,0.5976251,0.5577918,0.5740834,0.58075,0.5653751,0.5516667,0.5587084,0.5505416,0.601625,0.603125,0.4547499,0.5934168,0.5455416,0.5767501,0.6141667,0.5591249,0.6491251,0.5747501,0.6530417,0.6612917,0.571375,0.6907917,0.5682499,0.6613334,0.6199582,0.7106251,0.4302083,0.6437499,0.6006666,0.5546249,0.4995417,0.5439584,0.5542499,0.5897499,0.5384582,0.3791667,0.2207917,0.1915,0.2108333,0.1842083,0.2127083,0.221625,0.2326667,0.2895417,0.3650001,0.4907917,0.5661666,0.5834168,0.5705417,0.6018333,0.6039168,0.6624999,0.6382499,0.6443751,0.5725001,0.5612082,0.57375,0.3927917,0.6108751,0.4370832,0.6319582,0.50375,0.5087501,0.3948751,0.3721668,0.5181251,0.5235001,0.3557917,0.4119582,0.4994584,0.595625,0.4536667,0.468,0.5965832,0.5862917,0.434625,0.4202918,0.5508333,0.5274584,0.381,0.3577916,0.572875,0.53525,0.4227917,0.402375,0.4449168,0.4055417,0.6375,0.6422501,0.7174166,0.7443749,0.6566249,0.6192917,0.5943334,0.5208333,0.5119168,0.4441667,0.4746666,0.501625,0.4002084,0.340125,0.4944167,0.3915833,0.302625,0.2335417,0.2272083,0.1795,0.1281667,0.12575,0.4292084,0.5183333,0.3576251,0.288375,0.2520417,0.2137917,0.1928333,0.19225,0.1376666,0.1660417,0.161,0.1753333
2022-10-20 08:00:00,249.5663,5.899625,5.875208,4.003292,3.964083,5.909333,5.954333,5.990417,6.038625,6.030416,6.110125,5.908958,3.911875,6.123792,6.010542,4.000417,6.219833,5.816,3.930333,3.690792,5.624208,5.865708,5.871333,5.318125,5.653083,6.343458,5.3065,5.766833,3.675417,4.103667,5.284542,6.084167,3.887583,4.479208,5.556791,5.951292,3.956875,4.4915,5.755667,6.895543,5.836708,7.078542,5.920542,7.208207,6.03525,,6.142125,7.095999,6.016458,6.991083,6.031083,7.232042,6.143917,7.243791,6.554292,6.712542,4.512667,4.748167,6.32775,6.65225,6.925917,4.249375,6.932708,6.475958,7.285249,6.545667,6.719709,6.863584,6.838916,6.881958,7.029291,6.84625,6.911084,6.913792,6.966167,7.014501,6.973876,6.956166,7.158083,7.194709,5.094417,7.142249,7.174166,7.332541,7.298375,7.323708,7.406416,7.389125,7.548125,7.579626,7.436168,7.730916,7.445125,7.760209,7.601959,7.902957,4.408,7.243208,7.076959,6.7865,6.678625,6.904833,7.157251,7.087917,6.977792,7.035999,4.610125,4.358959,5.454583,4.37125,4.720125,5.242167,5.690458,5.495875,5.572917,6.27625,6.7875,7.290291,7.077542,7.062542,7.22225,7.515791,7.363374,7.55,7.325418,7.25125,7.16575,6.958333,7.172083,6.670875,7.471793,6.49025,6.794959,4.586792,4.868958,6.622875,6.767375,4.514083,4.808083,6.480542,6.861208,4.850417,4.922041,6.956751,6.915376,4.780417,4.793958,6.758875,6.717208,4.705917,4.651875,6.857334,6.887332,4.764542,4.722667,4.92425,4.853666,7.401709,7.020626,7.500376,7.621751,7.251375,7.260334,7.234459,7.145208,6.982251,6.904917,7.175501,7.287582,7.120124,7.178124,7.519959,7.428249,6.986292,7.069791,7.005374,5.543167,3.734042,3.5185,6.978666,7.065042,7.110249,6.529667,6.409001,6.466499,6.209375,5.712667,2.725875,3.677542,4.174,5.390833
2022-10-20 09:00:00,473.2969,13.72983,13.58679,9.226876,9.235291,13.80033,13.73008,13.82254,13.81733,13.72683,13.91434,13.70554,9.148,13.81629,13.70041,9.169791,13.85217,13.43283,9.2145,8.980375,13.57296,13.63696,13.661,13.39867,13.667,14.10696,13.31779,13.81662,8.953833,9.188751,13.23433,13.93992,9.12104,9.586833,13.32384,13.61679,9.165792,9.613333,13.52909,14.49571,13.85092,14.84892,13.89221,14.95504,13.68467,,13.882,14.7315,13.74741,14.6365,13.82396,14.97542,13.75454,14.93721,14.33775,14.41891,9.654292,9.867582,14.00625,14.40409,14.60446,9.355708,14.45946,14.17813,14.94033,14.20425,14.33192,14.46454,14.48846,14.44075,14.71304,14.44121,14.52533,14.46175,14.59412,14.72608,14.65837,14.64392,14.74604,14.76292,10.2195,14.70358,14.68208,14.92663,14.90621,14.89533,14.9915,14.96504,15.17829,15.17862,15.02104,15.39267,14.98967,15.41429,15.21167,15.57588,8.859999,14.94658,14.67967,14.34071,14.25617,14.46729,14.84667,14.67125,14.47371,14.67325,9.739083,9.778251,14.88596,14.37054,13.66642,13.908,14.73104,14.58908,14.01408,14.81271,15.00442,15.02467,14.63271,14.55212,14.78892,15.15462,14.87883,15.21708,14.87617,14.78896,14.75258,14.74946,14.88508,14.37383,15.18775,14.11379,14.41087,9.681127,10.0055,14.33067,14.42737,9.664498,9.980792,14.11025,14.57542,9.985125,10.06791,14.69308,14.57554,9.886708,9.903002,14.3825,14.30717,9.86654,9.798542,14.43433,14.59175,9.881166,9.851293,10.07217,10.00963,15.08521,14.61867,15.17317,15.37046,14.87712,14.94104,14.86871,14.75383,14.57733,14.49617,14.72275,14.86125,14.71679,14.8575,15.12584,15.10567,14.62192,14.71279,15.03917,14.55717,9.556834,9.874042,14.65617,14.66891,14.96229,14.52154,14.66125,14.60196,14.80492,14.72737,12.72079,13.10683,14.55475,14.76462
2022-10-20 10:00:00,640.7194,18.70033,18.54875,12.55383,12.548,18.80788,18.70458,18.75583,18.69629,18.58504,19.01892,18.87225,12.65287,18.62888,18.54584,12.48812,18.70092,18.36621,12.50241,12.40358,18.57796,18.69879,18.62221,18.37142,18.63433,19.04075,18.33692,18.73317,12.287,12.39854,18.26484,18.90512,12.43458,12.78967,18.19254,18.38092,12.4315,12.78384,18.35058,19.19321,18.73446,19.60759,18.72929,19.66025,18.45675,,18.76929,19.46888,18.69488,19.38229,18.75375,19.69125,18.68021,19.64958,19.25417,19.21909,12.8445,13.03887,18.87733,19.30988,19.36,12.67392,19.19721,19.09575,19.67029,19.06254,19.11416,18.97954,19.27863,18.926,19.33933,19.01,19.07221,18.98912,19.18021,19.29546,19.29959,19.11492,19.12475,19.2235,13.1607,19.11538,19.08729,19.36683,19.30108,19.31321,19.4485,19.4035,19.55883,19.62292,19.4845,19.84809,19.4515,19.8365,19.66813,19.98404,11.43762,19.80688,19.70425,19.39158,19.26159,19.19054,19.66204,19.47696,19.22696,19.48867,12.96942,13.01533,19.69279,19.30892,19.42092,19.311,19.51087,19.65858,19.6055,20.01387,19.71808,19.76867,19.25388,19.19471,19.47087,19.851,19.51037,19.95763,19.57229,19.44292,19.42316,19.26204,19.34341,19.2215,19.99833,18.94529,19.1905,12.91212,13.17867,19.16079,19.12033,12.88762,13.17812,18.93508,19.42658,13.16971,13.23371,19.49492,19.35287,13.03983,13.07154,19.13646,18.91288,13.03942,12.98658,19.10917,19.33604,13.0465,13.04058,13.2495,13.14921,19.76438,19.34421,19.55792,20.09212,19.60663,19.74158,19.51854,19.34987,19.26546,19.19275,19.24796,19.41862,19.3295,19.53629,19.50917,19.73179,19.26179,19.18879,19.38563,19.15396,12.661,12.80908,19.40296,19.38233,19.696,19.21492,19.28588,19.23187,19.45375,19.38066,18.88158,18.98742,19.24363,19.37533
2022-10-20 11:00:00,840.2432,23.76446,23.53538,15.89454,16.14796,23.80854,24.08033,23.78417,23.75987,23.93479,24.33308,24.01325,16.16321,24.00034,23.901,16.1775,24.12912,23.73305,15.79167,15.83088,23.99371,24.184,24.00096,23.43733,23.65975,23.98146,23.39684,23.74975,15.6615,15.59021,23.3145,23.90512,15.7895,16.06562,23.49475,23.599,15.97917,16.31921,23.60642,24.36188,24.05229,24.85287,24.0765,24.94754,23.71742,,24.23941,24.83704,24.16883,24.70812,24.22842,25.10804,24.14154,25.04309,24.69987,24.65912,16.43712,16.59483,24.29025,24.73071,24.67908,16.33779,24.4675,24.50566,24.96258,24.45867,24.48096,24.39983,24.5675,24.34467,24.79942,24.43308,24.58042,24.5172,24.72429,24.75684,24.82037,24.539,24.439,24.36921,16.58883,24.254,24.12458,24.45079,24.45812,24.34171,24.48621,24.46771,24.68654,24.68742,24.63458,24.82467,24.66379,25.02125,24.93192,24.97779,14.44375,24.83788,24.64908,24.34471,24.13367,24.46329,24.60621,24.41067,24.13433,24.5045,16.2995,16.35246,24.10683,24.25696,24.40579,24.2495,24.45425,24.55787,24.51171,24.97629,24.66567,24.70204,24.072,24.03125,24.34038,24.72604,24.34063,24.86017,24.43429,24.31846,24.3325,24.75692,24.48229,24.18146,24.89629,23.86437,24.09933,16.16783,16.38025,24.066,24.39862,16.11054,16.38884,23.78142,24.34317,16.37192,16.57275,24.38259,23.87041,16.26562,16.34671,23.90137,23.87137,16.2045,16.25054,23.84658,24.24354,16.21946,16.38529,16.48021,16.39013,24.57396,24.13775,24.71792,24.96642,24.507,24.769,24.34162,24.13254,24.11975,24.09333,24.16904,24.33079,24.17208,24.49887,24.48871,24.56429,24.12158,24.27325,24.32433,24.24058,16.11809,16.21546,24.33891,24.24991,24.71996,24.11296,24.2255,24.1125,24.40679,24.32129,24.05558,23.94125,24.2315,24.39783
2022-10-20 12:00:00,940.7421,26.53379,26.23638,17.72313,17.75267,26.59155,26.46787,26.60662,26.57663,26.36383,26.58408,26.385,17.81562,26.41354,26.35958,17.92212,26.49788,26.16433,17.61167,17.77529,26.46538,26.61592,26.40158,26.34725,26.52291,26.63363,26.216,26.44192,17.52304,17.30066,26.15554,26.59546,17.60917,17.74617,25.94854,25.92163,17.59413,17.86062,26.03121,26.58879,26.49763,27.06833,26.52167,27.18171,26.14988,,26.48621,26.87567,26.44725,26.73729,26.49854,27.11708,26.41329,27.01641,26.902,26.72567,17.84484,17.87121,26.50062,26.84633,26.69658,17.81629,26.47508,26.67312,26.92333,26.61204,26.68571,26.635,26.73917,26.55208,27.046,26.66,26.83558,26.75646,26.79758,27.03375,26.92837,26.75875,26.56025,26.46004,17.96329,26.33317,26.24212,26.59167,26.51917,26.44929,26.54462,26.61517,26.74325,26.6665,26.8235,26.85683,26.86125,26.89004,27.09704,27.01521,15.56466,27.261,26.71338,26.44062,26.20041,26.69337,27.01221,26.82421,26.50834,26.92108,17.91916,17.98404,25,26.68025,26.78429,26.59621,26.79521,26.91042,26.85287,27.27225,26.97925,27.01217,26.32658,26.28975,26.61954,27.00012,26.58237,27.19775,26.72204,26.59017,26.62596,27.02654,26.96362,26.70254,27.24179,26.40675,26.50642,17.82675,17.93662,26.63563,26.58954,17.78584,17.98071,26.31613,26.80979,17.98655,18.13896,26.88196,25,17.82334,17.89346,26.33942,26.2775,17.80929,17.80254,26.23309,26.65583,17.79741,17.94758,18.08862,18.03521,27.00208,26.61704,27.04292,27.28988,26.84138,27.12471,26.63833,26.4245,26.48542,26.42567,26.42012,26.60817,26.51679,26.88433,26.71575,26.84991,26.46963,26.57962,26.53075,26.57654,17.74475,17.72017,26.72304,26.59762,27.12504,26.4995,26.58079,26.50583,26.83883,26.74858,26.53538,26.35425,26.64746,26.79775
2022-10-20 13:00:00,939.5002,26.5405,26.27362,17.75954,17.79146,26.71892,26.58525,26.69729,26.63821,26.41667,26.67108,26.54167,17.99463,26.45871,26.44371,18.05442,26.51208,26.31708,17.67146,17.97158,26.64017,26.79837,26.58596,26.58287,26.68871,26.704,26.45229,26.53042,17.66025,17.26696,26.3785,26.65971,17.70129,17.70041,26.11046,25.95604,17.66788,17.81308,26.17129,26.45571,26.61588,26.93092,26.63688,27.03633,26.25625,,26.52708,26.66946,26.50275,26.53838,26.55483,26.91154,26.46192,26.81367,26.87817,26.63192,17.77784,17.73383,26.48354,26.76041,26.54859,17.82767,26.33354,26.66713,26.72408,26.616,26.67546,26.59538,26.73216,26.546,27.0073,26.65042,26.85904,26.78029,26.72367,26.99592,26.85838,26.63304,26.41187,26.28467,17.75442,26.12958,25.97046,26.33788,26.30529,26.18896,26.29845,26.3675,26.50217,26.4295,26.57,26.56525,26.61075,26.61646,26.84654,26.66666,15.39342,27.18909,26.60492,26.35637,26.07675,26.57125,26.873,26.71704,26.37441,26.79263,17.82913,17.89263,25,26.53962,26.65404,26.42629,26.60913,26.70758,26.63733,27.08738,26.77075,26.77525,26.10333,26.07233,26.39671,26.77221,26.35458,26.99684,26.51734,26.39175,26.45625,26.98763,26.86417,26.74438,27.0925,26.45754,26.44175,17.79258,17.78609,26.62341,26.52146,17.72154,17.84154,26.28837,26.7322,17.88934,18.00892,26.80462,25,17.69467,17.76771,26.22171,26.15804,17.67417,17.67892,26.10046,26.529,17.66246,17.83308,17.92887,17.89816,26.75962,26.474,26.80867,27.04142,26.68612,26.98308,26.41709,26.16175,26.29196,26.24537,26.14621,26.34367,26.29117,26.69292,26.39617,26.56346,26.29338,26.40517,26.21225,26.40816,17.71787,17.56396,26.51742,26.37863,26.91625,26.30254,26.37525,26.29867,26.63804,26.56225,26.42796,26.21442,26.51054,26.62717
2022-10-20 14:00:00,856.1677,24.65229,24.41842,16.50633,16.51796,24.89225,24.76463,24.8685,24.81767,24.58813,24.81529,24.76392,16.77725,24.68579,24.70033,16.87242,24.72679,24.53716,16.45391,16.79433,24.85933,24.97029,24.74588,24.79962,24.855,24.77671,24.70816,24.61258,16.45621,15.92804,24.60317,24.71317,16.472,16.30275,24.35954,24.04441,16.44246,16.41162,24.40125,24.341,24.82204,24.79425,24.83454,24.86579,24.46254,,24.69279,24.50846,24.64871,24.37554,24.6865,24.701,24.593,24.58754,24.87067,24.51504,16.39092,16.23646,24.50654,24.63867,24.39542,16.47496,24.18904,24.6375,24.49071,24.62375,24.55017,24.5155,24.63737,24.49487,24.89458,24.55383,24.75708,24.67571,24.59375,24.90892,24.79225,24.47417,24.21258,24.04783,16.15204,23.89325,23.75459,24.11533,24.04283,23.99166,24.02267,24.17567,24.22621,24.1335,24.362,24.24675,24.39725,24.25738,24.58021,24.29529,14.12809,25.03408,24.48929,24.29362,24.02933,24.50291,24.73329,24.61737,24.26971,24.62913,16.39,16.44771,24.51546,24.38154,24.46646,24.2247,24.37483,24.44463,24.33933,24.79171,24.49446,24.482,23.85113,23.81692,24.12267,24.48058,24.11254,24.72575,24.28362,24.17475,24.23821,24.83729,24.68642,24.66175,24.78967,24.394,24.28208,16.3325,16.27046,24.55554,24.37075,16.27796,16.3238,24.20058,24.5873,16.41583,16.49592,24.67146,24.2165,16.19296,16.28725,24.07308,24.06108,16.16629,16.22354,23.97975,24.38571,16.18417,16.3315,16.46221,16.41017,24.52096,24.31133,24.61263,24.78813,24.43925,24.72754,24.17587,23.92388,24.1043,24.07433,23.933,24.11708,24.1075,24.49554,24.15454,24.32367,24.16583,24.26162,23.95546,24.26129,16.3505,16.05559,24.33779,24.21012,24.73383,24.1685,24.26088,24.19758,24.52887,24.46833,24.43496,24.21954,24.46463,24.54888
2022-10-20 15:00:00,698.0282,20.63029,20.45008,13.84454,13.83692,20.94766,20.81342,20.90187,20.84979,20.6155,20.77646,20.81229,14.14108,20.69142,20.72504,14.21454,20.70221,20.62337,13.81096,14.18441,20.91287,20.99958,20.78354,20.90571,20.89212,20.71533,20.8115,20.58508,13.81525,13.22859,20.67733,20.65908,13.81471,13.56108,20.4325,20.05554,13.75225,13.63683,20.48921,20.16279,20.88171,20.59413,20.89321,20.65687,20.54054,,20.75,20.32309,20.68683,20.17879,20.72854,20.49004,20.64967,20.37454,20.80233,20.41092,13.64717,13.43296,20.48583,20.48558,20.23112,13.76771,20.04825,20.58754,20.22846,20.62888,20.44179,20.37146,20.51987,20.41404,20.7525,20.48063,20.67225,20.53567,20.47383,20.72383,20.6725,20.1885,19.8995,19.74158,13.20929,19.5785,19.49058,19.81421,19.71171,19.71708,19.69854,19.89229,19.87096,19.77254,20.01237,19.85358,20.03829,19.85167,20.16558,19.80887,11.58558,20.82687,20.27559,20.114,19.86367,20.30988,20.52513,20.47034,20.12929,20.43188,13.59262,13.62963,20.57037,20.17838,20.2335,19.97709,20.08787,20.14383,20.01763,20.44091,20.18475,20.13829,19.60109,19.55166,19.80804,20.14137,19.83937,20.37646,20.001,19.90892,19.95987,20.67887,20.49717,20.62067,20.45454,20.38412,20.12508,13.5755,13.36229,20.47367,20.17296,13.47504,13.42242,20.08429,20.39275,13.5665,13.60713,20.49625,20.16754,13.3415,13.41875,19.89908,19.895,13.30038,13.37592,19.839,20.14579,13.34567,13.44921,13.57867,13.53921,20.19771,20.09254,20.31088,20.43204,20.17962,20.43971,19.89417,19.62725,19.86325,19.82287,19.626,19.80942,19.84633,20.21433,19.81646,19.97533,19.96296,20.04671,19.63762,20.04858,13.60775,13.21513,20.04575,19.92754,20.39475,19.91204,20.02704,20.03087,20.28062,20.23975,20.22458,20.07379,20.26275,20.3275
2022-10-20 16:00:00,476.6042,12.84946,14.21775,9.635499,9.600041,14.68567,14.56038,14.59621,14.54442,14.31763,14.42192,14.14592,9.931748,14.14138,14.1515,9.992374,14.17033,14.21562,9.590627,9.996876,14.61417,14.69342,14.52783,14.68483,14.60091,14.38733,14.61633,14.27492,9.639834,9.022126,14.17475,14.13675,9.614918,9.297293,14.24233,13.83583,9.549084,9.320792,14.32125,13.73342,14.18983,14.08812,14.154,14.11725,14.21621,,14.29513,13.88462,14.34896,13.73621,14.49179,14.01033,14.43321,13.89821,14.43067,14.03229,9.374749,9.111751,14.14458,13.97992,13.81642,9.326291,13.66171,14.06238,13.75933,14.09458,14.07537,13.95167,14.17708,14.07292,14.30167,14.14,14.26746,14.11854,14.066,14.22908,14.29033,13.70588,13.43896,13.29533,8.783874,13.09162,13.05204,13.31904,13.20329,13.27158,13.2385,13.437,13.32504,13.283,13.52746,13.328,13.56504,13.32113,13.58521,13.24596,7.779917,14.30713,13.86654,13.74263,13.53571,13.88779,14.04929,14.093,13.77579,13.98209,9.2855,9.30654,14.07696,13.73971,13.77509,13.50971,13.60812,13.63071,13.50842,13.87504,13.66109,13.5595,13.17308,13.10171,13.30433,13.61675,13.39554,13.79929,13.51571,13.4525,13.46525,14.1805,14.01871,14.28775,13.90354,14.06579,13.74654,9.263834,8.992542,14.08196,13.73987,9.156458,9.037999,13.71787,13.95321,9.234792,9.227958,13.90713,13.65979,8.998167,9.089917,13.49333,13.54896,8.947542,9.060958,13.49479,13.72333,9.012667,9.110666,9.234626,9.181707,13.69496,13.66908,13.81008,13.87016,13.7465,13.88587,13.40871,13.17967,13.43504,13.40679,13.13654,13.0955,13.24683,13.73533,12.84012,12.82213,13.43909,13.62475,13.11392,13.51546,9.350708,8.345375,13.53104,13.45946,13.80871,13.46229,13.59717,13.57858,13.80862,13.77025,13.76025,13.67283,13.81204,13.84484
2022-10-20 17:00:00,218.4477,2.505542,3.869667,3.476333,3.504875,4.934625,4.5615,4.573875,4.658541,4.521708,4.684667,4.918625,4.312625,4.671667,4.985583,4.261834,4.460834,4.872,2.836625,4.322083,4.9105,5.179208,6.1225,5.663083,5.340167,6.1465,5.208708,5.263583,3.520458,3.702791,4.276208,4.694583,3.565292,3.881417,4.461333,4.739125,3.611583,3.932917,4.753666,5.670792,4.259542,5.855833,4.1565,5.937,3.911334,,4.148625,5.888333,4.65,5.745708,5.1325,5.91625,4.92675,5.859375,5.151,5.334042,3.97975,3.770042,5.663208,4.883542,5.433541,2.747916,5.405042,4.441417,5.734917,4.65475,6.071042,6.013,6.175458,6.171958,6.247333,6.183125,6.303167,6.187125,6.062875,6.19475,6.21425,5.714917,5.528208,5.398125,3.490458,5.274167,5.286083,5.478209,5.340292,5.44125,5.378125,5.591,5.44075,5.374083,5.643625,5.38,5.669375,5.335667,5.649,5.30425,3.188709,6.199166,5.900208,5.818208,5.646375,5.941292,5.996167,6.11025,5.881917,5.976791,3.943167,3.960375,6.012167,5.809917,5.817917,5.579792,5.618625,5.627791,5.53475,5.785542,5.6415,5.498625,5.268625,5.27225,5.3695,5.593917,5.494375,5.7185,5.52825,5.495292,5.515,4.847583,5.768708,5.22825,5.793791,5.259458,5.140125,3.86475,3.643667,5.453,5.258917,3.766333,3.648042,5.344333,5.600167,3.5225,3.836416,4.44325,4.5665,3.568042,3.638458,4.674791,5.037583,3.174709,3.578417,4.132709,4.434583,3.062792,3.629167,3.465875,3.282875,5.044208,3.976959,4.831209,4.851917,4.867959,5.165792,4.310083,4.207833,4.4785,4.7585,3.569,3.578208,3.939666,4.596875,3.241958,3.503291,4.017875,4.508167,3.062167,3.893375,2.696833,1.383792,5.416167,5.458875,5.541958,5.376208,5.492375,5.478,5.609375,5.619,5.390625,5.511958,5.629667,5.67325
2022-10-20 18:00:00,3.400179,0.1323333,0.1393333,0.104375,0.09591668,0.166125,0.1793333,0.1780833,0.1804583,0.1523333,0.164375,0.1727917,0.1365833,0.1503333,0.1879583,0.1385833,0.1447917,0.1693333,0.09108333,0.1145,0.1439583,0.1739583,0.197625,0.1624583,0.162125,0.2009583,0.1470417,0.1684583,0.09016665,0.07475001,0.125875,0.14,0.098,0.1238333,0.132375,0.164375,0.102375,0.13125,0.1675,0.18425,0.1700417,0.21425,0.1420417,0.23025,0.168875,,0.1578333,0.2677083,0.1673333,0.237875,0.1576667,0.2769167,0.16825,0.2770417,0.1922917,0.2230417,0.1172917,0.1477083,0.1494583,0.1854583,0.1617917,0.1442083,0.19125,0.2078333,0.2444167,0.1825833,0.3504584,0.3931667,0.4144584,0.4289583,0.4351666,0.4223333,0.4449584,0.4340834,0.4169584,0.4342917,0.44525,0.355375,0.3334583,0.3132917,0.1900833,0.288,0.2894584,0.326875,0.299375,0.3128333,0.3182501,0.3607499,0.3197083,0.3236668,0.3775417,0.3287084,0.3837917,0.3169167,0.4000418,0.3367918,0.229125,0.4137083,0.3772083,0.3598333,0.3145833,0.3714167,0.3534167,0.4053333,0.3954583,0.3983333,0.2495833,0.2676666,0.3881249,0.3523749,0.3625001,0.3085833,0.2845833,0.2654167,0.2209584,0.2625,0.245125,0.2080833,0.1735,0.1886667,0.2007083,0.2325833,0.2314166,0.2391667,0.2279584,0.21525,0.1987083,0.250625,0.2182083,0.2288333,0.2755417,0.1822917,0.247,0.1405,0.199625,0.2183333,0.2082917,0.1437083,0.1459583,0.159,0.2431667,0.1131667,0.209125,0.1851667,0.2084167,0.1202083,0.1222917,0.1345417,0.11225,0.08175,0.091125,0.1375,0.1464167,0.09345833,0.09908333,0.1008333,0.1060833,0.1665417,0.118625,0.18625,0.1889167,0.17625,0.182875,0.1474167,0.1348333,0.1398333,0.1149583,0.1387917,0.15075,0.15,0.1701667,0.1700833,0.1544583,0.1704583,0.1734583,0.156125,0.1570417,0.1029583,0.0935,0.157125,0.1724583,0.1594167,0.1615417,0.1723333,0.1742083,0.1904584,0.196,0.134,0.1549583,0.1629583,0.1839167
2022-10-20 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
