Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
27402,Bartow,Corrective,Move spare inv from Durham WH to site connex,4 - Low,Alchemy Renewable Energy,"Aug 10, 2023 09:35:00 AM",,AC Switchboard (BART-SWBD),On Deck to be Scheduled,,,"Aug 11, 2023 09:35:36 AM",Drew Parada,"Aug 11, 2023 09:28:03 AM",,(TM) Time and Materials,,,,,Drew Parada,
27435,Bartow,Troubleshooting Electrical Equipment,INV 4A.1 - Offline (Bus differential high fault - Fault0110),3 - Medium,Alchemy Renewable Energy,"Aug 10, 2023 07:00:00 AM",,Inverter 4A-1 (BART-INV-4A-1),On Hold - Awaiting Third Party,3.00,,"Sep 07, 2023 10:06:02 AM",AIREKO,"Aug 14, 2023 10:05:30 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-07 DPA
-emailed Aireko accounting and informed them that invoice 13058 cn not be billed until work has been completed
-PO 1801 has been generated for this repair

2023-09-06 DPA
-Aireko Check Out 3:08 PM
-Good afternoon, Adriana and Luis checking out in Bartow Solar Farm with WO :
-We starter a RMA to replacement a inverter 4A-1

2023-09-04 JEN
After being restored on Friday 09-01 at 10:15 EDT, Inverter 4A.1 failed to wake up on 09-02 and has been offline since with another “bus differential high” fault. PE talked with Adriana who is now pursuing an RMA.

2023-09-01 DPA
-Aireko Check Out 2:41 PM
-Good afternoon, Techs Adriana Velazquez and Luis Abreu are checking out Bartow Solar Farm following these WO
-WO 27435-----INV 4A.1 - Offline (Bus differential high fault - Fault0110) Probably needs to be RMA
Troubleshooting, AC and dc sources, Protection Parameters edited, DC1 Protect 1.00% to 1.50%
0.5 hrs x 2 techs =1 MHr

2023-09-01 DPA
-Aireko check in 9:18 Am
-Good morning Techs Adriana Velazquez and Luis Abreu are checking in
Bartow Solar Farm 
WO#- 27532,27637,27638,27639,27435

2023-08-31 DPA
-invoice received
-spoke to Pedro, Open WO that have not been completed can not be billed

2023-08-23 DPA
-FSR has been received and uploaded

2023-08-22 DPA
-response from Kyle @ Alchemy
-10-4. Thanks Drew! We will follow up if we want to dispatch

2023-08-22 DPA
-Kyle informed RM that inverter has tripped back offline
-followed up with does Aireko need to dispatch to start RMA process
-RM DPA responded with, Yes. Chint requires specific info for the RMA to take place 

2023-08-21 DPA
-Aireko Check Out 5:12 PM
Good afternoon Techs Adriana Velazquez and Asdrubal Tineo are checking out
Bartow Solar Farm 

27435-INV 4A.1 Offline (Bus differential high
 fault - Fault0110)
1 hrs x 2 technician = 2 hrs
Troubleshooting each string 
Fault cleared 

2023-08-21 DPA
-Aireko check in 8:30 AM
Morning Techs Adrnana and Asdrubal are checking in at Bartow Solar 
Following:
INV 1C.1, 1D.4, 1D.7, 3A.3, 4A.1 offline
INV 2B.7 was offline on 08/15.
 Please Supply the WO#

-CSS RM has added additional WOs 

2023-08-16 DPA
-Alchemy requested an immediate dispatch to address inverter issues
-Can we get Aireko onsite ASAP? We had a PM last week and cannot justify waiting for the next one. Please investigate the following:
We are currently showing 5 inverters offline: 1C.1, 1D.4, 1D.7, 3A.3, 4A.1.
INV 2B.7 was offline on 08/15
-email has been sent to Aireko requesting an immediate dispatch

2023-08-14 ADE
After initial restoration of 4A.1 on 8/9, inverter dropped back offline with Bus differential high fault - Fault0110 on 8/10 and has remained offline.",,,Drew Parada,
27388,Riley Solar I,Site Escort,RESA Site Escort,6 - Scheduled,Soltage,"Aug 09, 2023 07:00:00 PM",,Riley Solar I (RILY),On Deck to be Scheduled,5.94,,"Aug 09, 2023 09:43:50 PM",,"Aug 09, 2023 09:42:32 PM",,(OM) O&M Contract,,,,,Dylan Barrett,
27381,Albertson,Commissioning and Support,Albertson - Duke MOA inspection,6 - Scheduled,Soltage,"Aug 09, 2023 12:07:00 PM",,Albertson (ABSN),On Deck to be Scheduled,17.13,,"Sep 08, 2023 02:43:53 PM","Chris Harris, Travis Williams","Aug 09, 2023 12:05:39 PM",INCOMPLETE,(FX) Fixed Scope and Price,,"2023-08-16 TWI

- Duke MOA inspection is underway with over 75% complete

- Transformers will be done when site can be opened up
",,,Drew Parada,
27508,Turkey Hill,DAS and Communications Work,AlsoEnergy UPS 3 intermittently not communicating,4 - Low,NESM/Exus,"Aug 09, 2023 10:45:00 AM",,DAS (TURK.H-DAS),On Deck to be Scheduled,,,"Aug 17, 2023 01:06:51 PM",,"Aug 17, 2023 01:03:08 PM",,(TM) Time and Materials,,,,,Dylan Barrett,
27379,Pamlico,Corrective,UAV follow up,4 - Low,Soltage,"Aug 09, 2023 10:30:00 AM",,Pamlico (PAML),Ready for Review ,6.57,,"Aug 24, 2023 04:50:08 PM","Chris Harris, Travis Williams","Aug 09, 2023 10:47:29 AM",INCOMPLETE,(TM) Time and Materials,,"2023-08-24 CHA
*String outages 
-Techs completed all string outage repairs
   CB 4-2, String 18, 778Vdc on string, blown 15A 1000V little fuse, replaced with spare from truck 112 inventory, 5.7 Amps on string after closing in CB
   CB 5-5, String 21, 781Vdc on string, blown 15A 1000V little fuse, replaced with spare from truck 112 inventory, 5.2 Amps on string after closing in CB
   CB 5-5, String 19, 781Vdc on string, unable to open fuse holder due to corrosion, wire moved to spare fuse holder, 15A 1000V little fuse used in new fuse holder, replaced with spare from truck 112 inventory, 5.5 Amps on string after closing in CB 
   CB 5-5, String 17, 787Vdc on string, unable to open fuse holder due to corrosion, wire moved to spare fuse holder, 15A 1000V little fuse used in new fuse holder, replaced with spare from truck 112 inventory, 5.3 Amps on string after closing in CB
   CB 6-7, String 02, 788Vdc on string, blown 15A 1000V little fuse, replaced with spare from truck 112 inventory, 5.7 Amps on string after closing in CB
-5 15A 1000V little fuses were used to make repairs 
-Fuse holders found damaged, 2 total found but others on site are in same condition
   Ferraz Shawmut Y213944

*Short circuit 
   CB 4-2, String 17, 0Vdc on string, blown 15A 1000V little fuse, 20 modules wired in series, all 20 modules were showing 0Vdc, all modules will need to be replaced to complete repairs
-Techs closed in fuse for string and tested voltage to validate string wiring, 612Vdc present
-String to remain down 
-While investigating CB 4-2, String 17 techs found that string 16 has 40 Modules wired in series producing 8.9 Amps

*Damaged modules 
-Techs attempted to replace damaged modules on site but were unable to due to new module frame thickness being more narrow then old module
-Difference in module thickness, 1/4 to 3/8 clamp anchor will not allow new module to be tightened with existing modules in place 
-Old module as found on racking
   Renesola JC305M-24/Abh
-New module found in conex 
   Renesola JC305-24/Abh
-Photos are uploaded to photos link",,,Drew Parada,
27373,Tumbleweed,Troubleshooting Electrical Equipment,INV 11.05 offline (islanding),3 - Medium,NESM/Exus,"Aug 08, 2023 05:11:00 PM",,Inverter B11.CMB/I5 (DESC-B11.CMB/I5),Internal Action Needed - Ops,1.68,,"Sep 08, 2023 03:23:58 PM","Cole Harbick, Ryan Jordan","Aug 08, 2023 05:21:54 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-08 JEN
INV 11.05 dropped back offline on 09-06 at 14:15 PDT with another islanding fault.

2023-09-06 CHA
-Crew arrived on site to find INV 11.05 in a fault condition 010.
-Crew found that the inverter was not displaying any RST values.
-Crew investigated ac panel board to find that INV 11.05 breaker was tripped.
-Crew reset breaker and the inverter started up with no issues and is now online and producing.
-Crew verified that the inverter was online and communicating using also energy.",,,Dylan Barrett,
27534,Lane,DAS and Communications Work,UPS (weather station) not communicating,4 - Low,Pine Gate Renewables,"Aug 08, 2023 12:45:00 PM",,DAS (LANE-DAS),On Hold - Awaiting Third Party,4.45,,"Sep 06, 2023 11:22:08 AM","Chris Harris, Travis Williams","Aug 18, 2023 03:40:41 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 DPA
-quote received for a new UPS Power Kit, 52W, up to 38AH energy storage
-Hi Drew,
Please see the attached quote. Unfortunately, we do not sell UP-277-38XL anymore, so I have quoted the second option which will be the best alternative. Apologies for the confusion.
-quote has been sent to the client for approval

2023-09-04 DPA
-followed up with Also Energy for quotes and recommendations for repair

2023-08-30 TWI
- Update from ALSOENERGY
-Pertaining to that Data cable we will not be able to RMA it as it is outside of our warranty window. I would reach to your sales specialist Ford Chumley: ford.chumley@alsoenergy.com or the Southeast Sales Team at SouthEast_Sales_Team@alsoenergy.com about obtaining one of two options. 
1.	Data Cable for UPS Charge Controller - IFS-RS232: UP-277-38XL 
2.	Phoenix 24V, 5A, Ethernet IP UPS: UP-277-52W 
 
If sales recommends the second option it will need the following IP settings: 192.168.13.252.

Case# 444357
Best,

Xavi Morales (she/her, they/them)
Tier II Support | Support: 866-303-5668


2023-08-30 TWI
- Techs arrived to find weather station/UPS not communicating
- Techs reached out to ALSOENERGY and spoke to Xavi Morales (Tier II Tech support)
 
-As per our conversation on site Lane Solar Farm, LLC today, we were able to verify that the Data Cable for UPS Charge Controller. We were able to verify that by swapping the known working data cable from the other UPS cable. Once the swap happened the communications were restored nearly instantly.
 I am presently getting the information for the cable replacement and will inform you shortly on the status of the replacement cable.

Case# 444357
Best,
Xavi Morales (she/her, they/them)
Tier II Support | Support: 866-303-5668

- Techs awaiting status of UPS data cable from ALSOENERGY
- Techs verified site with CS PE BDO (Brendon)



2023-08-30 DPA
-request from Susan @ PGR
- Hey Chris- Can you look at the weather station to see why its not communicating, please?",,,Drew Parada,
27370,"Cosper Creek Solar, LLC",Herbicide Application,Spray,6 - Scheduled,Hep Petra O&M LLC,"Aug 08, 2023 09:00:00 AM",,"Cosper Creek Solar, LLC (COSP)",On Deck to be Scheduled,,,"Aug 08, 2023 11:38:15 AM",,"Aug 08, 2023 11:37:04 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27345,Yanceyville,Commissioning and Support,Yanceyville Duke MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 08:00:00 PM",,Yanceyville  (Yacvle),Open,0.00,,"Sep 11, 2023 07:56:01 AM","Aaron Will-Keck, Shane Williams","Aug 07, 2023 02:26:24 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
26982,Collier,Preventive Maintenance Inspection,Collier - Pine Gate Renewables Semi Annual Inspection,7 - PM Scheduled,Pine Gate Renewables,"Aug 07, 2023 08:00:00 PM","Sep 07, 2023 07:30:00 PM","Collier (COLL), Combiner Box 1-01 (COLL-INV01-CB1-01), Combiner Box 1-02 (COLL-INV01-CB1-02), Combiner Box 1-03 (COLL-INV01-CB1-03), Combiner Box 1-04 (COLL-INV01-CB1-04), Combiner Box 1-05 (COLL-INV01-CB1-05), Combiner Box 1-06 (COLL-INV01-CB1-06), Combiner Box 1-07 (COLL-INV01-CB1-07), Combiner Box 1-08 (COLL-INV01-CB1-08), Combiner Box 1-09 (COLL-INV01-CB1-09), Combiner Box 1-10 (COLL-INV01-CB1-10), Combiner Box 1-11 (COLL-INV01-CB1-11), Combiner Box 1-12 (COLL-INV01-CB1-12), Combiner Box 1-13 (COLL-INV01-CB1-13), Combiner Box 1-14 (COLL-INV01-CB1-14), Combiner Box 1-15 (COLL-INV01-CB1-15), Combiner Box 1-16 (COLL-INV01-CB1-16), Combiner Box 1-17 (COLL-INV01-CB1-17), Combiner Box 1-18 (COLL-INV01-CB1-18), Combiner Box 1-19 (COLL-INV01-CB1-19), Combiner Box 1-20 (COLL-INV01-CB1-20), Combiner Box 1-21 (COLL-INV01-CB1-21), Combiner Box 1-22 (COLL-INV01-CB1-22), Combiner Box 1-23 (COLL-INV01-CB1-23), Combiner Box 2-01 (COLL-INV02-CB2-01), Combiner Box 2-02 (COLL-INV02-CB2-02), Combiner Box 2-03 (COLL-INV02-CB2-03), Combiner Box 2-04 (COLL-INV02-CB2-04), Combiner Box 2-05 (COLL-INV02-CB2-05), Combiner Box 2-06 (COLL-INV02-CB2-06), Combiner Box 2-07 (COLL-INV02-CB2-07), Combiner Box 2-08 (COLL-INV02-CB2-08), Combiner Box 2-09 (COLL-INV02-CB2-09), Combiner Box 2-10 (COLL-INV02-CB2-10), Combiner Box 2-11 (COLL-INV02-CB2-11), Combiner Box 2-12 (COLL-INV02-CB2-12), Combiner Box 2-13 (COLL-INV02-CB2-13), Combiner Box 2-14 (COLL-INV02-CB2-14), Combiner Box 2-15 (COLL-INV02-CB2-15), Combiner Box 2-16 (COLL-INV02-CB2-16), Combiner Box 2-17 (COLL-INV02-CB2-17), Combiner Box 2-18 (COLL-INV02-CB2-18), Combiner Box 2-19 (COLL-INV02-CB2-19), Combiner Box 2-20 (COLL-INV02-CB2-20), Combiner Box 2-21 (COLL-INV02-CB2-21), Combiner Box 2-22 (COLL-INV02-CB2-22), Combiner Box 3-01 (COLL-INV03-CB3-01), Combiner Box 3-02 (COLL-INV03-CB3-02), Combiner Box 3-03 (COLL-INV03-CB3-03), Combiner Box 3-04 (COLL-INV03-CB3-04), Combiner Box 3-05 (COLL-INV03-CB3-05), Combiner Box 3-06 (COLL-INV03-CB3-06), Combiner Box 3-07 (COLL-INV03-CB3-07), Combiner Box 3-08 (COLL-INV03-CB3-08), Combiner Box 3-09 (COLL-INV03-CB3-09), Combiner Box 3-10 (COLL-INV03-CB3-10), Combiner Box 3-11 (COLL-INV03-CB3-11), Combiner Box 3-12 (COLL-INV03-CB3-12), Combiner Box 3-13 (COLL-INV03-CB3-13), Combiner Box 3-14 (COLL-INV03-CB3-14), Combiner Box 3-15 (COLL-INV03-CB3-15), Combiner Box 3-16 (COLL-INV03-CB3-16), Combiner Box 3-17 (COLL-INV03-CB3-17), Combiner Box 3-18 (COLL-INV03-CB3-18), Combiner Box 3-19 (COLL-INV03-CB3-19), Combiner Box 3-20 (COLL-INV03-CB3-20), Combiner Box 4-01 (COLL-INV04-CB4-01), Combiner Box 4-02 (COLL-INV04-CB4-02), Combiner Box 4-03 (COLL-INV04-CB4-03), Combiner Box 4-04 (COLL-INV04-CB4-04), Combiner Box 4-05 (COLL-INV04-CB4-05), Combiner Box 4-06 (COLL-INV04-CB4-06), Combiner Box 4-07 (COLL-INV04-CB4-07), Combiner Box 4-08 (COLL-INV04-CB4-08), Combiner Box 4-09 (COLL-INV04-CB4-09), Combiner Box 4-10 (COLL-INV04-CB4-10), Combiner Box 4-11 (COLL-INV04-CB4-11), Combiner Box 4-12 (COLL-INV04-CB4-12), Combiner Box 4-13 (COLL-INV04-CB4-13), Combiner Box 4-14 (COLL-INV04-CB4-14), Combiner Box 4-15 (COLL-INV04-CB4-15), Combiner Box 4-16 (COLL-INV04-CB4-16), Combiner Box 4-17 (COLL-INV04-CB4-17), Combiner Box 4-18 (COLL-INV04-CB4-18), Combiner Box 4-19 (COLL-INV04-CB4-19), Combiner Box 4-20 (COLL-INV04-CB4-20), Combiner Box 4-21 (COLL-INV04-CB4-21), Combiner Box 5-01 (COLL-INV05-CB5-01), Combiner Box 5-02 (COLL-INV05-CB5-02), Combiner Box 5-03 (COLL-INV05-CB5-03), Combiner Box 5-04 (COLL-INV05-CB5-04), Combiner Box 5-05 (COLL-INV05-CB5-05), Combiner Box 5-06 (COLL-INV05-CB5-06), Combiner Box 5-07 (COLL-INV05-CB5-07), Combiner Box 5-08 (COLL-INV05-CB5-08), Combiner Box 5-09 (COLL-INV05-CB5-09), Combiner Box 5-10 (COLL-INV05-CB5-10), Combiner Box 5-11 (COLL-INV05-CB5-11), Combiner Box 5-12 (COLL-INV05-CB5-12), Combiner Box 5-13 (COLL-INV05-CB5-13), Combiner Box 5-14 (COLL-INV05-CB5-14), Combiner Box 5-15 (COLL-INV05-CB5-15), Combiner Box 5-16 (COLL-INV05-CB5-16), Combiner Box 5-17 (COLL-INV05-CB5-17), Combiner Box 5-18 (COLL-INV05-CB5-18), Combiner Box 5-19 (COLL-INV05-CB5-19), Combiner Box 5-20 (COLL-INV05-CB5-20), Combiner Box 5-21 (COLL-INV05-CB5-21), Combiner Box 5-22 (COLL-INV05-CB5-22), DAS (COLL-DAS), Inverter 1 (COLL-INV1), Inverter 2 (COLL-INV2), Inverter 3 (COLL-INV3), Inverter 4 (COLL-INV4), Inverter 5 (COLL-INV5), String Connection (COLL-STRCONN)",2. PM - Onsite Inspection Complete / Report Due,21.46,,"Sep 10, 2023 10:46:43 PM","Cole Harbick, Ryan Jordan","Jul 17, 2023 03:07:27 AM",COMPLETE,(OM) O&M Contract,,"2023-09-07 CHA
-Crew completed inspection of inverters, combiners, racking and wire management, DAS, General site.
-Crew found numerous free hanging home run strings. Crew reattached hanging strings with new zip ties.
-As previously noted crew found several broken dampers on the racking.",,,Dylan Barrett,
27366,1634,Troubleshooting Electrical Equipment,1634 INVs not communicating,3 - Medium,Soltage,"Aug 07, 2023 07:00:00 PM",,AC Panelboard (1634-ACPB),On Hold - Awaiting Parts,12.25,,"Sep 11, 2023 10:47:14 AM",Richard Strahin,"Aug 08, 2023 10:08:19 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-11 DPA
-parts received
-handed off to TWI to be delivered to RST on 9/12

2023-09-08 DPA
-update from Also Energy 
-
Your request for an RMA (RMA14467) for (1) PM2200  for the 1634 Solar, LLC site has been processed. AE has provided (4) Communication Boards with your replacement unit. If they are not needed to resolve the issue onsite, please return them in new condition with the suspect unit.

The unit onsite is currently online, in an effort to preserve the data the unit has not been put offline. Customer should call into AE Support (1-866-303-5668) after installing the new unit. Support will need to put the old unit offline.

Please see your shipping information below.

Tracking #: 1Z60W52Y0199238869

Return Tracking #:1Z60W52Y9097106472

There will be a return label included within the packing slip envelope on the outside of  the package,  please use this to return the suspect unit(s)  for warranty eligibility assessment within 14 days.

DO NOT WRITE ON YOUR UNIT.

Once the inspection is complete and the fault is verified under warranty, the RMA will be closed. If the fault is not covered under warranty, if the suspect unit(s)  is not received by Also Energy within 14 days, or if there is missing hardware, an invoice will be issued for the replacement part(s).
2023-09-06 DPA
- summary notes provided by Xavi Morales of AE
 
As per our conversation on site 1634 Solar, LLC today, we were unable to establish coms on the Scada server to Also Energy servers. Originally all inverters were connected into a single common port leading into the Scada this most likely caused the Scada to stop communicating with these inverters. I was temporarily able to scan them and saw inverters on port 2 and was shown an error code for inverters 2-8, 11, 13. As I was not able to reestablish a connection to those inverters to verify the issue they may need to investigated in the future. We attempted to split the inverters into 2 groups and test them but were unable to successfully see them on out test equipment. With our testing we verified that comport 4 on the Scada is faulty. We are going to RMA the Scada, 4 coms cards chips and the OVP's. This will begin once info from previous email is filled out.
 
When you return to site we will need to land 1 inverter group into OVP0 ch1, the other on OVP0 ch2, and the weather station back into OVP1 CH1. Once everything is relanded we will need to test the inverters and see if further coms issues arise. With my original test on the inverters 2-8, 11, 13, the error was [exception=-7] error. The Following link Modbus Exception shows The slave cannot perform the programming request sent by the master. Once equipment is replace we will test to see if these groups of inverters will need to be tested further.
 
If you have any questions or need more assistance you can use our scheduling tool at https://alsoenergysupport.setmore.com to request a call when you will have a technician on site. Please reference this case number, 440178, when making your appointment request. or you can call our onsite support line at: 866.303.5668 and reference Case 440178 during the call.


Case# 440178
Best,
Xavi Morales (she/her, they/them)
Tier II Support | Support: 866-303-5668
- CSS to follow up at a later date


2023-08-25 RST
-called Also Energy talked to Josh Murphy
-case #440178 
-He had me switch the blue, orange, and white wires coming from OVPs to the block no change in communication 
-then he had me switch the wire from the inverters in the left OVP to the right OVP still no communication of the inverters 
-I put the wire back to the original configuration still no communication 
-Also Energy is saying that is us the inverters not on there side
-can’t check continuity on wires due to I am by myself 
-further diagnosis needed 

2023-08-24 DPA
Thanks Dale,
This is approved. @Andrew Parada When can we have this scheduled? Could you confirm if all the UAV string work was completed? Best,

2023-08-24 DPA
-Soltage requested an NTE 
-request sent to DFR to provide

2023-08-11 BDO
AE Case# 440178  - Requests that we investigate on-site.

2023-08-08 BDO
1634 INVs not communicating. I am reaching out to AlsoEnergy for initial troubleshooting.
Previously there have been issues with the data manager as well as comm board and RS485 (WO: 25695 and WO: 21877)",,,Drew Parada,
27348,Queens Creek BESS,Troubleshooting Electrical Equipment,"Troubleshoot transformer at 712 Queen’s Creek Road, Hubert, NC  28539 ",6 - Scheduled,Consolidated Asset Management Services LLC,"Aug 07, 2023 05:25:00 PM",,Queens Creek BESS (QUNS),On Hold - Awaiting Third Party,13.76,,"Aug 14, 2023 02:41:05 PM","Darius Webb, Richard Strahin","Aug 07, 2023 02:38:40 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-10 DPA
-DGA and CLT analysis have been received, uploaded and sent to the client

2023-08-09 DPA
-PO 1750 has been generated and sent to Doble-RUSH processing as requested by the client

2023-08-09 DPA
-response from Corey
-Option 2 please

2023-08-09 DPA
-reached out to Corey for direction
-DGA to be processed 
Option 1                                                              Option 2 (50% up charge)
Standard 7-10 for results                                 48-hour fore results   
 DGA -$68.25                                                      DGA -  $102.375
8 Part- $115.50                                                   8 Part- $173.25

2023-08-08 DWE 
-arrived on site to transformer isolated and loto 
-took picture of name plate and all visible damage
-checked over grounds and made sure all nuts and bolts where tightened 
-pulled lighting arresters to look for damage on the inside of them, due to carbon build up inside the unit 
-Collected DGA and CLT for analysis 
- after approval we shipped the samples with UPS 
- part tracking number: 1Z0R945A0339910062
UPS Store number: 2842


2023-08-08 DPA
-instructed the team to take both samples for DGA and CLT analysis
-reached out to M. Ramirez for approval 
-approval received and uploaded for oil analysis",,,Drew Parada,
27211,"Sesqui-C Solar, LLC",Preventive Maintenance Inspection,Sesqui-C - hep Petra Semi-Annual Inspection,7 - PM Scheduled,Hep Petra O&M LLC,"Aug 07, 2023 11:00:00 AM","Aug 07, 2023 04:57:00 PM","AC Disconnect 1 (SESQ-ACD1), AC Disconnect 2 (SESQ-ACD2), AC Disconnect 3 (SESQ-ACD3), AC Disconnect 4 (SESQ-ACD4), AC Disconnect 5 (SESQ-ACD5), Customer MV Meter (SESQ-DAS-CUST.MVM), DAS (SESQ-DAS), Interconnection (SESQ-IX), Inverter 1 (SESQ-INV1), Inverter 10 (SESQ-INV10), Inverter 11 (SESQ-INV11), Inverter 12 (SESQ-INV12), Inverter 13 (SESQ-INV13), Inverter 14 (SESQ-INV14), Inverter 2 (SESQ-INV2), Inverter 3 (SESQ-INV3), Inverter 4 (SESQ-INV4), Inverter 5 (SESQ-INV5), Inverter 6 (SESQ-INV6), Inverter 7 (SESQ-INV7), Inverter 8 (SESQ-INV8), Inverter 9 (SESQ-INV9), Irradiance Sensor (SESQ-IR.SENS), PV Switchboard (SESQ-PVSB1), Sesqui-C Solar, LLC (SESQ), Solar Photovoltaic Module (SESQ-MOD), Transformer 1 (SESQ-XFMR1), Weather Station (SESQ-WEA.STA)",1. PM - Open,23.75,,"Aug 22, 2023 01:57:18 PM",Ruban Ulloa,"Jul 31, 2023 03:06:57 AM",INCOMPLETE,(OM) O&M Contract,,"2023-08-07 LGU
-DAS 
-Modules
-General site
-Racking and Wire Management. 

2023-08-02 LGU
-Inverters
-AC disconnects 
-Transformers",,,Dylan Barrett,
27342,"Railroad Solar Farm, LLC",Commissioning and Support,Railroad duke MOA,6 - Scheduled,FCM Services,"Aug 07, 2023 10:52:00 AM",,Railroad Farm (Ralfrm),On Deck to be Scheduled,,,"Aug 22, 2023 11:00:05 AM",,"Aug 07, 2023 02:22:25 PM",,(FX) Fixed Scope and Price,,,,,Alex Luna,
